3.560730457305908203e+00,3.437520503997802734e+00,7.992703318595886230e-01,1.541506409645080566e+00,4.507303714752197266e+00,-4.851378917694091797e+00,-1.065320253372192383e+00,-2.501631498336791992e+00,-9.821292161941528320e-01,-8.539133667945861816e-01,-2.569271564483642578e+00,-3.722226858139038086e+00,1.639242887496948242e+00,2.393887042999267578e+00
2.956832170486450195e+00,3.749804496765136719e+00,-2.036219358444213867e+00,3.291434347629547119e-01,-2.555798292160034180e+00,-1.396491289138793945e+00,-4.832432866096496582e-01,-5.471773743629455566e-01,-8.644581437110900879e-01,-9.971024990081787109e-01,-1.394181728363037109e+00,1.452051639556884766e+00,6.583232283592224121e-01,7.420993447303771973e-01
1.329626798629760742e+00,-1.130364418029785156e+00,7.282773852348327637e-01,4.253681182861328125e+00,-2.433555126190185547e+00,-3.209069371223449707e-01,9.008187651634216309e-01,-2.550822794437408447e-01,1.663455180823802948e-02,-6.431073546409606934e-01,-4.348707497119903564e-01,-1.643921256065368652e+00,-5.453527450561523438e+00,3.502743005752563477e+00
2.576616406440734863e-02,1.975051999092102051e+00,4.359995365142822266e+00,-3.276670694351196289e+00,-1.044696927070617676e+00,-7.134088277816772461e-01,-2.312969684600830078e+00,1.127019405364990234e+00,5.714701414108276367e-01,8.123026490211486816e-01,1.074956893920898438e+00,1.414357572793960571e-01,-9.526146650314331055e-01,-1.194604516029357910e+00
3.718040943145751953e+00,-5.473429679870605469e+00,-1.579272985458374023e+00,-2.324857234954833984e+00,-1.211483955383300781e+00,-1.841948270797729492e+00,3.373903751373291016e+00,1.549778699874877930e+00,-1.043035507202148438e+00,-2.629852592945098877e-01,4.692240804433822632e-02,1.477719664573669434e+00,5.868989229202270508e-01,2.447308540344238281e+00
-4.455283641815185547e+00,-6.147704720497131348e-01,9.543945193290710449e-01,-1.024304389953613281e+00,8.368917554616928101e-02,-3.595760464668273926e-01,-1.970510601997375488e+00,3.959794044494628906e+00,7.543439269065856934e-01,2.001772671937942505e-01,7.566934227943420410e-01,-1.247535705566406250e+00,-2.552557289600372314e-01,4.350726604461669922e+00
-1.847165942192077637e+00,-3.407425582408905029e-01,1.760982155799865723e+00,-9.329158067703247070e-01,8.581471443176269531e-01,-4.375569820404052734e-01,-4.407520771026611328e+00,9.645200371742248535e-01,9.111070632934570312e-02,-2.061012983322143555e+00,-1.272451043128967285e+00,1.752256989479064941e+00,9.602216482162475586e-01,1.986207604408264160e+00
-2.162319183349609375e+00,-9.819254279136657715e-01,-3.235283792018890381e-01,8.344129323959350586e-01,6.757019162178039551e-01,2.276776313781738281e+00,1.877383291721343994e-01,2.685914993286132812e+00,-2.972595930099487305e+00,-1.983206748962402344e+00,-1.325047492980957031e+00,7.683616280555725098e-01,8.772354125976562500e-01,1.024033069610595703e+00
-9.643231630325317383e-01,1.499653756618499756e-01,-1.321928620338439941e+00,4.934120476245880127e-01,2.954389750957489014e-01,1.308802962303161621e+00,-9.755658507347106934e-01,-1.021083474159240723e+00,-1.576936483383178711e+00,-1.012060284614562988e+00,-2.576771020889282227e+00,3.740457534790039062e+00,1.901094675064086914e+00,2.105128526687622070e+00
-1.524576693773269653e-01,4.439931213855743408e-01,-1.245793700218200684e+00,9.058175683021545410e-01,4.044079184532165527e-01,2.055711984634399414e+00,-1.796796679496765137e+00,-2.441992759704589844e+00,-2.174404144287109375e+00,-1.269939422607421875e+00,6.188691854476928711e-01,1.271056771278381348e+00,5.833807587623596191e-01,-1.168526053428649902e+00
-1.561810731887817383e+00,7.031780481338500977e-01,-1.214948415756225586e+00,1.440326571464538574e+00,-1.727626323699951172e-01,6.905188560485839844e-01,-4.246640205383300781e-01,-1.015065431594848633e+00,9.159005433320999146e-02,-9.117015451192855835e-02,3.576352298259735107e-01,2.639941692352294922e+00,-2.565804004669189453e+00,-6.545389294624328613e-01
-7.258120775222778320e-01,1.249557256698608398e+00,-2.696263074874877930e+00,-9.676841497421264648e-01,1.016807317733764648e+00,-1.074919223785400391e+00,-8.125297427177429199e-01,-1.995235085487365723e+00,2.233964443206787109e+00,1.470012784004211426e+00,1.147462368011474609e+00,2.055609226226806641e-01,1.486357927322387695e+00,-1.029967904090881348e+00
3.437952101230621338e-01,4.066447317600250244e-01,-2.798405170440673828e+00,-1.470376849174499512e+00,6.168780922889709473e-01,-5.125811696052551270e-02,4.789994955062866211e-01,1.229467034339904785e+00,3.145790815353393555e+00,3.513765335083007812e+00,-4.285160541534423828e+00,-4.196491241455078125e-01,-1.749834895133972168e+00,2.481811195611953735e-01
5.747682452201843262e-01,-1.201254606246948242e+00,-9.391090273857116699e-01,-3.485201895236968994e-01,1.733356952667236328e+00,7.579444646835327148e-01,1.736750602722167969e+00,2.291116952896118164e+00,6.204125881195068359e+00,-3.217458486557006836e+00,-4.531824886798858643e-01,-1.285817146301269531e+00,-8.955309987068176270e-01,-1.328087091445922852e+00
